pos_txn_id,store_id,txn_date,tender,gross_amount,tax_amount,discount_amount
POS-00005705,ST-007,2025-05-25,CASH,19.56,1.37,0.0
POS-00005706,ST-007,2025-11-13,DEBIT,15.61,1.09,0.0
POS-00005707,ST-006,2025-09-26,GIFT_CARD,82.24,5.76,0.0
POS-00005708,ST-005,2025-05-27,CASH,58.81,4.12,0.0
POS-00005709,ST-006,2025-04-20,GIFT_CARD,32.07,2.24,0.0
POS-00005710,ST-003,2025-11-04,CASH,29.41,2.06,0.0
POS-00005711,ST-005,2025-09-15,GIFT_CARD,68.95,4.83,0.0
POS-00005712,ST-007,2025-06-02,GIFT_CARD,33.99,2.38,0.0
POS-00005713,ST-008,2025-03-20,CASH,53.97,3.78,0.0
POS-00005714,ST-006,2025-06-12,DEBIT,28.07,1.96,0.0
POS-00005715,ST-006,2025-03-05,CREDIT,72.21,5.05,0.0
POS-00005716,ST-006,2025-04-26,CASH,9.74,0.68,0.0
POS-00005717,ST-001,2025-03-21,CREDIT,5.03,0.35,0.0
POS-00005718,ST-002,2025-01-31,DEBIT,26.83,1.88,0.0
POS-00005719,ST-008,2025-03-11,CREDIT,25.99,1.82,0.0
POS-00005720,ST-001,2025-12-19,CASH,70.12,4.91,0.0
POS-00005721,ST-008,2025-02-20,CASH,195.76,13.7,0.0
POS-00005722,ST-001,2025-04-20,DEBIT,37.5,2.63,0.0
POS-00005723,ST-003,2025-11-28,GIFT_CARD,18.01,1.26,0.0
POS-00005724,ST-006,2025-10-14,CREDIT,44.25,3.1,0.0
POS-00005725,ST-007,2025-12-01,DEBIT,38.81,2.72,0.0
POS-00005726,ST-002,2025-05-23,CREDIT,51.76,3.62,0.0
POS-00005727,ST-004,2025-12-02,GIFT_CARD,39.53,2.77,0.0
POS-00005728,ST-002,2025-12-21,CREDIT,93.76,6.56,0.0
POS-00005729,ST-008,2025-03-03,CASH,80.07,5.6,0.0
POS-00005730,ST-008,2025-03-22,GIFT_CARD,56.1,3.93,0.0
POS-00005731,ST-002,2025-10-21,CASH,24.9,1.74,0.0
POS-00005732,ST-007,2025-07-29,DEBIT,33.06,2.31,0.0
POS-00005733,ST-008,2025-05-31,DEBIT,11.26,0.79,0.0
POS-00005734,ST-003,2025-10-09,GIFT_CARD,120.87,8.46,0.0
POS-00005735,ST-002,2025-09-23,CREDIT,19.68,1.38,0.0
POS-00005736,ST-003,2025-02-16,CREDIT,10.39,0.73,0.0
POS-00005737,ST-007,2025-10-13,GIFT_CARD,81.42,5.7,0.0
POS-00005738,ST-008,2025-07-23,GIFT_CARD,16.64,1.16,0.0
POS-00005739,ST-005,2025-11-02,GIFT_CARD,54.34,3.8,0.0
POS-00005740,ST-005,2025-05-22,GIFT_CARD,11.05,0.77,0.0
POS-00005741,ST-005,2025-11-10,CASH,5.37,0.38,0.0
POS-00005742,ST-008,2025-09-26,GIFT_CARD,44.34,3.1,0.0
POS-00005743,ST-001,2025-08-02,GIFT_CARD,16.86,1.18,0.0
POS-00005744,ST-002,2025-01-23,CASH,183.19,12.82,0.0
POS-00005745,ST-003,2025-08-14,CREDIT,45.16,3.16,0.0
POS-00005746,ST-008,2025-05-20,CASH,47.35,3.31,0.0
POS-00005747,ST-004,2025-01-27,GIFT_CARD,24.8,1.74,0.0
POS-00005748,ST-001,2025-06-01,CASH,35.92,2.51,0.0
POS-00005749,ST-004,2025-01-29,GIFT_CARD,67.52,4.73,0.0
POS-00005750,ST-007,2025-03-11,CASH,9.03,0.63,0.0
POS-00005751,ST-002,2025-02-24,CASH,11.92,0.83,0.0
POS-00005752,ST-008,2025-06-18,CREDIT,11.52,0.81,0.0
POS-00005753,ST-003,2025-12-17,CASH,4.66,0.33,0.0
POS-00005754,ST-003,2025-04-07,GIFT_CARD,29.52,2.07,0.0
POS-00005755,ST-006,2025-05-06,CASH,42.88,3.0,0.0
POS-00005756,ST-006,2025-12-06,CASH,27.55,1.93,0.0
POS-00005757,ST-008,2025-11-23,CASH,5.19,0.36,0.0
POS-00005758,ST-004,2025-09-17,CASH,47.08,3.3,0.0
POS-00005759,ST-002,2025-05-10,CREDIT,66.99,4.69,0.0
POS-00005760,ST-001,2025-02-27,GIFT_CARD,33.26,2.33,0.0
POS-00005761,ST-006,2025-10-04,DEBIT,23.15,1.62,0.0
POS-00005762,ST-008,2025-10-21,CREDIT,19.58,1.37,0.0
POS-00005763,ST-002,2025-06-13,GIFT_CARD,54.8,3.84,0.0
POS-00005764,ST-007,2025-03-31,GIFT_CARD,85.54,5.99,0.0
POS-00005765,ST-005,2025-01-26,CASH,16.07,1.12,0.0
POS-00005766,ST-008,2025-10-07,CREDIT,67.28,4.71,0.0
POS-00005767,ST-003,2025-02-06,CASH,68.53,4.8,0.0
POS-00005768,ST-008,2025-05-04,CREDIT,38.01,2.66,0.0
POS-00005769,ST-001,2025-09-04,GIFT_CARD,101.52,7.11,0.0
POS-00005770,ST-003,2025-09-11,GIFT_CARD,23.2,1.62,0.0
POS-00005771,ST-001,2025-10-11,GIFT_CARD,10.57,0.74,0.0
POS-00005772,ST-002,2025-03-12,CREDIT,21.22,1.49,0.0
POS-00005773,ST-008,2025-08-20,CREDIT,12.75,0.89,0.0
POS-00005774,ST-003,2025-06-11,DEBIT,22.75,1.59,0.0
POS-00005775,ST-005,2025-10-23,GIFT_CARD,43.45,3.04,0.0
POS-00005776,ST-005,2025-01-04,CASH,51.04,3.57,0.0
POS-00005777,ST-001,2025-12-21,GIFT_CARD,43.61,3.05,0.0
POS-00005778,ST-006,2025-03-15,GIFT_CARD,14.1,0.99,0.0
POS-00005779,ST-005,2025-09-23,CREDIT,16.83,1.18,0.0
POS-00005780,ST-003,2025-06-03,CASH,22.75,1.59,0.0
POS-00005781,ST-004,2025-06-06,DEBIT,54.4,3.81,0.0
POS-00005782,ST-008,2025-04-23,CASH,43.6,3.05,0.0
POS-00005783,ST-006,2025-08-25,CASH,58.66,4.11,0.0
POS-00005784,ST-004,2025-09-04,CASH,101.04,7.07,0.0
POS-00005785,ST-001,2025-06-10,GIFT_CARD,24.88,1.74,0.0
POS-00005786,ST-007,2025-11-11,CREDIT,4.44,0.31,0.0
POS-00005787,ST-002,2025-01-05,GIFT_CARD,30.95,2.17,0.0
POS-00005788,ST-006,2025-04-22,GIFT_CARD,4.3,0.3,0.0
POS-00005789,ST-005,2025-12-05,CASH,18.28,1.28,0.0
POS-00005790,ST-002,2025-06-26,GIFT_CARD,20.24,1.42,0.0
POS-00005791,ST-007,2025-04-24,DEBIT,24.19,1.69,0.0
POS-00005792,ST-003,2025-11-26,CASH,31.37,2.2,0.0
POS-00005793,ST-002,2025-03-04,CASH,41.18,2.88,0.0
POS-00005794,ST-001,2025-12-16,CASH,28.6,2.0,0.0
POS-00005795,ST-008,2025-10-02,DEBIT,45.35,3.17,0.0
POS-00005796,ST-001,2025-04-24,CREDIT,90.6,6.34,0.0
POS-00005797,ST-003,2025-01-12,CREDIT,12.4,0.87,0.0
POS-00005798,ST-004,2025-10-11,DEBIT,32.43,2.27,0.0
POS-00005799,ST-007,2025-12-15,GIFT_CARD,31.44,2.2,0.0
POS-00005800,ST-001,2025-05-26,DEBIT,34.76,2.43,0.0
POS-00005801,ST-001,2025-10-09,CASH,42.5,2.98,0.0
POS-00005802,ST-001,2025-12-19,GIFT_CARD,149.15,10.44,0.0
POS-00005803,ST-008,2025-02-08,DEBIT,17.44,1.22,0.0
POS-00005804,ST-008,2025-07-30,CREDIT,25.12,1.76,0.0
POS-00005805,ST-006,2025-10-29,CASH,65.02,4.55,0.0
POS-00005806,ST-006,2025-12-20,DEBIT,23.39,1.64,0.0
POS-00005807,ST-005,2025-01-20,CREDIT,20.03,1.4,0.0
POS-00005808,ST-008,2025-11-26,GIFT_CARD,32.74,2.29,0.0
POS-00005809,ST-003,2025-12-12,GIFT_CARD,13.41,0.94,0.0
POS-00005810,ST-003,2025-07-08,DEBIT,26.29,1.84,0.0
POS-00005811,ST-007,2025-08-27,CASH,30.06,2.1,0.0
POS-00005812,ST-002,2025-10-09,DEBIT,34.26,2.4,0.0
POS-00005813,ST-002,2025-08-08,CREDIT,15.09,1.06,0.0
POS-00005814,ST-005,2025-03-20,DEBIT,17.9,1.25,0.0
POS-00005815,ST-007,2025-07-14,CASH,22.14,1.55,0.0
POS-00005816,ST-001,2025-07-04,CASH,28.47,1.99,0.0
POS-00005817,ST-003,2025-12-27,CREDIT,17.18,1.2,0.0
POS-00005818,ST-005,2025-05-11,GIFT_CARD,134.22,9.4,0.0
POS-00005819,ST-001,2025-05-10,DEBIT,14.32,1.0,0.0
POS-00005820,ST-002,2025-04-10,GIFT_CARD,23.02,1.61,0.0
POS-00005821,ST-004,2025-09-10,DEBIT,18.34,1.28,0.0
POS-00005822,ST-006,2025-09-23,DEBIT,62.93,4.41,0.0
POS-00005823,ST-007,2025-12-26,DEBIT,28.6,2.0,0.0
POS-00005824,ST-004,2025-05-07,GIFT_CARD,26.86,1.88,0.0
POS-00005825,ST-006,2025-01-26,CREDIT,16.98,1.19,0.0
POS-00005826,ST-008,2025-08-17,CASH,73.02,5.11,0.0
POS-00005827,ST-002,2025-08-10,DEBIT,59.95,4.2,0.0
POS-00005828,ST-004,2025-02-21,GIFT_CARD,42.45,2.97,0.0
POS-00005829,ST-005,2025-12-31,GIFT_CARD,97.53,6.83,0.0
POS-00005830,ST-004,2025-08-21,DEBIT,20.35,1.42,0.0
POS-00005831,ST-007,2025-03-27,CASH,75.3,5.27,0.0
POS-00005832,ST-002,2025-04-04,CASH,25.59,1.79,0.0
POS-00005833,ST-003,2025-07-31,CASH,29.54,2.07,0.0
POS-00005834,ST-006,2025-11-17,CASH,47.12,3.3,0.0
POS-00005835,ST-007,2025-11-25,CASH,23.03,1.61,0.0
POS-00005836,ST-005,2025-08-29,DEBIT,24.93,1.75,0.0
POS-00005837,ST-006,2025-04-16,DEBIT,9.56,0.67,0.0
POS-00005838,ST-006,2025-09-11,DEBIT,48.58,3.4,0.0
POS-00005839,ST-005,2025-10-29,GIFT_CARD,32.78,2.29,0.0
POS-00005840,ST-003,2025-04-23,CASH,160.12,11.21,0.0
POS-00005841,ST-005,2025-12-12,CASH,32.48,2.27,0.0
POS-00005842,ST-008,2025-12-13,DEBIT,19.56,1.37,0.0
POS-00005843,ST-005,2025-08-18,CREDIT,36.56,2.56,0.0
POS-00005844,ST-005,2025-03-03,DEBIT,17.76,1.24,0.0
POS-00005845,ST-005,2025-12-20,DEBIT,88.49,6.19,0.0
POS-00005846,ST-004,2025-05-23,CASH,26.55,1.86,0.0
POS-00005847,ST-006,2025-08-16,DEBIT,100.13,7.01,0.0
POS-00005848,ST-008,2025-04-26,DEBIT,82.03,5.74,0.0
POS-00005849,ST-006,2025-04-17,CASH,83.55,5.85,0.0
POS-00005850,ST-001,2025-09-26,GIFT_CARD,61.17,4.28,0.0
POS-00005851,ST-002,2025-07-10,CREDIT,103.58,7.25,0.0
POS-00005852,ST-004,2025-10-21,DEBIT,20.83,1.46,0.0
POS-00005853,ST-003,2025-01-01,CASH,46.37,3.25,0.0
POS-00005854,ST-002,2025-11-11,DEBIT,67.31,4.71,0.0
POS-00005855,ST-008,2025-07-05,CASH,47.61,3.33,0.0
POS-00005856,ST-002,2025-08-23,GIFT_CARD,34.32,2.4,0.0
POS-00005857,ST-006,2025-11-16,DEBIT,36.31,2.54,0.0
POS-00005858,ST-002,2025-01-24,CASH,16.46,1.15,0.0
POS-00005859,ST-007,2025-11-07,CASH,8.94,0.63,0.0
POS-00005860,ST-006,2025-06-01,GIFT_CARD,20.04,1.4,0.0
POS-00005861,ST-001,2025-05-28,DEBIT,30.63,2.14,0.0
POS-00005862,ST-004,2025-07-30,DEBIT,28.11,1.97,0.0
POS-00005863,ST-003,2025-05-03,CASH,23.2,1.62,0.0
POS-00005864,ST-004,2025-12-22,GIFT_CARD,176.45,12.35,0.0
POS-00005865,ST-004,2025-04-23,CREDIT,7.71,0.54,0.0
POS-00005866,ST-007,2025-07-19,DEBIT,15.65,1.1,0.0
POS-00005867,ST-006,2025-09-20,CASH,59.72,4.18,0.0
POS-00005868,ST-007,2025-04-26,GIFT_CARD,29.57,2.07,0.0
POS-00005869,ST-008,2025-09-18,CREDIT,4.53,0.32,0.0
POS-00005870,ST-008,2025-09-07,GIFT_CARD,21.19,1.48,0.0
POS-00005871,ST-006,2025-01-11,CREDIT,37.59,2.63,0.0
POS-00005872,ST-004,2025-01-13,GIFT_CARD,104.73,7.33,0.0
POS-00005873,ST-006,2025-07-30,DEBIT,16.21,1.13,0.0
POS-00005874,ST-008,2025-04-11,CASH,19.84,1.39,0.0
POS-00005875,ST-006,2025-05-11,CASH,33.99,2.38,0.0
POS-00005876,ST-002,2025-05-09,CASH,19.69,1.38,0.0
POS-00005877,ST-007,2025-09-15,CREDIT,20.63,1.44,0.0
POS-00005878,ST-005,2025-02-27,CASH,26.28,1.84,0.0
POS-00005879,ST-003,2025-01-07,CREDIT,16.24,1.14,0.0
POS-00005880,ST-004,2025-06-28,DEBIT,7.18,0.5,0.0
POS-00005881,ST-001,2025-02-03,GIFT_CARD,82.32,5.76,0.0
POS-00005882,ST-002,2025-01-23,GIFT_CARD,79.75,5.58,0.0
POS-00005883,ST-003,2025-03-03,CASH,83.2,5.82,0.0
POS-00005884,ST-008,2025-01-23,GIFT_CARD,17.93,1.26,0.0
POS-00005885,ST-002,2025-03-16,GIFT_CARD,80.27,5.62,0.0
POS-00005886,ST-007,2025-05-27,CREDIT,17.29,1.21,0.0
POS-00005887,ST-007,2025-08-19,CREDIT,100.77,7.05,0.0
POS-00005888,ST-004,2025-03-05,GIFT_CARD,20.36,1.43,0.0
POS-00005889,ST-006,2025-06-03,DEBIT,41.62,2.91,0.0
POS-00005890,ST-007,2025-08-31,DEBIT,11.27,0.79,0.0
POS-00005891,ST-003,2025-10-28,GIFT_CARD,64.75,4.53,0.0
POS-00005892,ST-005,2025-03-01,DEBIT,20.15,1.41,0.0
POS-00005893,ST-003,2025-04-01,GIFT_CARD,83.85,5.87,0.0
POS-00005894,ST-007,2025-02-18,DEBIT,22.13,1.55,0.0
POS-00005895,ST-005,2025-09-17,DEBIT,24.49,1.71,0.0
POS-00005896,ST-001,2025-11-03,GIFT_CARD,11.06,0.77,0.0
POS-00005897,ST-005,2025-05-08,DEBIT,44.31,3.1,0.0
POS-00005898,ST-008,2025-06-12,GIFT_CARD,41.56,2.91,0.0
POS-00005899,ST-004,2025-04-30,GIFT_CARD,27.75,1.94,0.0
POS-00005900,ST-005,2025-11-22,CASH,21.7,1.52,0.0
POS-00005901,ST-006,2025-03-23,CASH,46.27,3.24,0.0
POS-00005902,ST-006,2025-10-03,GIFT_CARD,33.17,2.32,0.0
POS-00005903,ST-007,2025-08-14,DEBIT,27.32,1.91,0.0
POS-00005904,ST-006,2025-09-14,DEBIT,99.77,6.98,0.0
POS-00005905,ST-002,2025-04-24,DEBIT,18.17,1.27,0.0
POS-00005906,ST-008,2025-03-19,CASH,49.14,3.44,0.0
POS-00005907,ST-001,2025-06-13,CREDIT,112.3,7.86,0.0
POS-00005908,ST-002,2025-09-01,GIFT_CARD,19.1,1.34,0.0
POS-00005909,ST-006,2025-09-04,CASH,51.06,3.57,0.0
POS-00005910,ST-003,2025-05-31,CASH,10.66,0.75,0.0
POS-00005911,ST-008,2025-04-15,CREDIT,59.47,4.16,0.0
POS-00005912,ST-003,2025-04-28,CREDIT,44.23,3.1,0.0
POS-00005913,ST-004,2025-11-08,GIFT_CARD,29.53,2.07,0.0
POS-00005914,ST-003,2025-08-08,DEBIT,27.6,1.93,0.0
POS-00005915,ST-001,2025-03-09,GIFT_CARD,384.28,26.9,0.0
POS-00005916,ST-004,2025-03-04,CREDIT,16.37,1.15,0.0
POS-00005917,ST-002,2025-11-15,CREDIT,54.33,3.8,0.0
POS-00005918,ST-007,2025-12-02,GIFT_CARD,67.11,4.7,0.0
POS-00005919,ST-002,2025-12-15,CREDIT,124.23,8.7,0.0
POS-00005920,ST-008,2025-03-08,DEBIT,29.25,2.05,0.0
POS-00005921,ST-008,2025-02-04,CREDIT,11.36,0.8,0.0
POS-00005922,ST-006,2025-12-24,GIFT_CARD,26.8,1.88,0.0
POS-00005923,ST-006,2025-08-18,GIFT_CARD,28.79,2.02,0.0
POS-00005924,ST-008,2025-11-12,GIFT_CARD,15.78,1.1,0.0
POS-00005925,ST-003,2025-10-01,CASH,17.16,1.2,0.0
POS-00005926,ST-007,2025-06-20,DEBIT,11.9,0.83,0.0
POS-00005927,ST-006,2025-12-05,GIFT_CARD,22.34,1.56,0.0
POS-00005928,ST-001,2025-10-07,CREDIT,72.86,5.1,0.0
POS-00005929,ST-004,2025-12-16,CASH,50.48,3.53,0.0
POS-00005930,ST-002,2025-11-28,CASH,11.98,0.84,0.0
POS-00005931,ST-006,2025-12-09,CREDIT,17.91,1.25,0.0
POS-00005932,ST-001,2025-08-27,CASH,48.8,3.42,0.0
POS-00005933,ST-005,2025-06-02,CASH,59.11,4.14,0.0
POS-00005934,ST-001,2025-05-11,GIFT_CARD,43.93,3.08,0.0
POS-00005935,ST-001,2025-05-07,CREDIT,31.66,2.22,0.0
POS-00005936,ST-007,2025-03-27,GIFT_CARD,24.9,1.74,0.0
POS-00005937,ST-005,2025-07-25,DEBIT,53.63,3.75,0.0
POS-00005938,ST-006,2025-11-28,CREDIT,26.38,1.85,0.0
POS-00005939,ST-005,2025-12-31,DEBIT,34.81,2.44,0.0
POS-00005940,ST-004,2025-06-30,GIFT_CARD,20.2,1.41,0.0
POS-00005941,ST-004,2025-08-23,DEBIT,51.55,3.61,0.0
POS-00005942,ST-001,2025-05-20,CASH,32.75,2.29,0.0
POS-00005943,ST-002,2025-10-26,DEBIT,119.96,8.4,0.0
POS-00005944,ST-008,2025-10-08,GIFT_CARD,25.82,1.81,0.0
POS-00005945,ST-008,2025-12-27,CASH,26.2,1.83,0.0
POS-00005946,ST-008,2025-12-26,GIFT_CARD,20.08,1.41,0.0
POS-00005947,ST-004,2025-01-17,GIFT_CARD,14.8,1.04,0.0
POS-00005948,ST-005,2025-05-31,GIFT_CARD,73.9,5.17,0.0
POS-00005949,ST-001,2025-08-18,DEBIT,45.79,3.21,0.0
POS-00005950,ST-006,2025-02-20,CREDIT,64.56,4.52,0.0
POS-00005951,ST-004,2025-02-26,GIFT_CARD,24.35,1.7,0.0
POS-00005952,ST-007,2025-05-04,CREDIT,32.89,2.3,0.0
POS-00005953,ST-002,2025-08-27,DEBIT,37.89,2.65,0.0
POS-00005954,ST-007,2025-12-29,CASH,24.98,1.75,0.0
POS-00005955,ST-003,2025-04-07,CREDIT,32.8,2.3,0.0
POS-00005956,ST-002,2025-07-28,DEBIT,33.18,2.32,0.0
POS-00005957,ST-005,2025-05-27,GIFT_CARD,25.42,1.78,0.0
POS-00005958,ST-007,2025-02-06,DEBIT,20.51,1.44,0.0
POS-00005959,ST-003,2025-03-25,CREDIT,29.98,2.1,0.0
POS-00005960,ST-007,2025-05-31,CREDIT,30.42,2.13,0.0
POS-00005961,ST-003,2025-05-08,GIFT_CARD,144.99,10.15,0.0
POS-00005962,ST-005,2025-12-07,CREDIT,34.89,2.44,0.0
POS-00005963,ST-001,2025-05-06,DEBIT,43.35,3.03,0.0
POS-00005964,ST-002,2025-01-21,DEBIT,43.73,3.06,0.0
POS-00005965,ST-006,2025-06-13,GIFT_CARD,7.11,0.5,0.0
POS-00005966,ST-004,2025-02-22,CREDIT,78.32,5.48,0.0
POS-00005967,ST-007,2025-02-23,CASH,17.72,1.24,0.0
POS-00005968,ST-006,2025-09-19,CREDIT,32.31,2.26,0.0
POS-00005969,ST-008,2025-05-31,DEBIT,14.7,1.03,0.0
POS-00005970,ST-006,2025-12-07,CREDIT,22.35,1.56,0.0
POS-00005971,ST-001,2025-02-08,DEBIT,10.68,0.75,0.0
POS-00005972,ST-006,2025-04-30,DEBIT,77.97,5.46,0.0
POS-00005973,ST-008,2025-01-28,CASH,11.87,0.83,0.0
POS-00005974,ST-006,2025-04-06,CREDIT,29.28,2.05,0.0
POS-00005975,ST-008,2025-04-23,GIFT_CARD,13.47,0.94,0.0
POS-00005976,ST-004,2025-11-03,CASH,50.56,3.54,0.0
POS-00005977,ST-003,2025-02-15,DEBIT,57.69,4.04,0.0
POS-00005978,ST-002,2025-12-07,CASH,55.66,3.9,0.0
POS-00005979,ST-006,2025-07-28,GIFT_CARD,74.28,5.2,0.0
POS-00005980,ST-001,2025-05-24,CREDIT,58.95,4.13,0.0
POS-00005981,ST-008,2025-06-12,DEBIT,103.9,7.27,0.0
POS-00005982,ST-004,2025-09-01,GIFT_CARD,10.86,0.76,0.0
POS-00005983,ST-002,2025-01-30,DEBIT,23.54,1.65,0.0
POS-00005984,ST-004,2025-05-23,CREDIT,71.55,5.01,0.0
POS-00005985,ST-005,2025-04-15,CASH,59.05,4.13,0.0
POS-00005986,ST-007,2025-02-09,DEBIT,51.17,3.58,0.0
POS-00005987,ST-005,2025-01-22,CASH,32.91,2.3,0.0
POS-00005988,ST-008,2025-07-20,CASH,19.74,1.38,0.0
POS-00005989,ST-007,2025-07-31,CASH,38.25,2.68,0.0
POS-00005990,ST-004,2025-01-02,CREDIT,106.25,7.44,0.0
POS-00005991,ST-001,2025-06-13,GIFT_CARD,32.0,2.24,0.0
POS-00005992,ST-007,2025-09-30,CASH,50.54,3.54,0.0
POS-00005993,ST-002,2025-11-12,DEBIT,65.96,4.62,0.0
POS-00005994,ST-004,2025-09-21,GIFT_CARD,175.74,12.3,0.0
POS-00005995,ST-001,2025-11-27,CASH,36.33,2.54,0.0
POS-00005996,ST-004,2025-01-22,CASH,8.96,0.63,0.0
POS-00005997,ST-005,2025-01-03,GIFT_CARD,16.15,1.13,0.0
POS-00005998,ST-001,2025-11-17,GIFT_CARD,48.42,3.39,0.0
POS-00005999,ST-005,2025-08-15,GIFT_CARD,4.19,0.29,0.0
POS-00006000,ST-004,2025-12-27,CASH,56.37,3.95,0.0
POS-00006001,ST-008,2025-01-23,DEBIT,10.99,0.77,0.0
POS-00006002,ST-006,2025-05-14,CREDIT,38.61,2.7,0.0
POS-00006003,ST-002,2025-10-29,CREDIT,3.45,0.24,0.0
POS-00006004,ST-006,2025-04-23,CASH,18.83,1.32,0.0
POS-00006005,ST-008,2025-07-20,DEBIT,19.58,1.37,0.0
POS-00006006,ST-005,2025-04-29,CREDIT,6.37,0.45,0.0
POS-00006007,ST-006,2025-09-09,GIFT_CARD,18.01,1.26,0.0
POS-00006008,ST-006,2025-05-26,CASH,32.52,2.28,0.0
POS-00006009,ST-001,2025-11-13,GIFT_CARD,35.72,2.5,0.0
POS-00006010,ST-006,2025-10-31,CASH,39.36,2.76,0.0
POS-00006011,ST-006,2025-12-30,CASH,31.48,2.2,0.0
POS-00006012,ST-003,2025-12-07,DEBIT,34.48,2.41,0.0
POS-00006013,ST-007,2025-04-30,CASH,44.31,3.1,0.0
POS-00006014,ST-008,2025-03-03,CASH,49.82,3.49,0.0
POS-00006015,ST-008,2025-03-29,DEBIT,15.97,1.12,0.0
POS-00006016,ST-001,2025-04-23,GIFT_CARD,44.92,3.14,0.0
POS-00006017,ST-006,2025-06-23,CASH,89.99,6.3,0.0
POS-00006018,ST-002,2025-09-14,CREDIT,21.52,1.51,0.0
POS-00006019,ST-008,2025-06-07,GIFT_CARD,141.01,9.87,0.0
POS-00006020,ST-005,2025-07-10,GIFT_CARD,18.7,1.31,0.0
POS-00006021,ST-002,2025-12-18,CASH,85.25,5.97,0.0
POS-00006022,ST-002,2025-12-22,CASH,21.28,1.49,0.0
POS-00006023,ST-004,2025-10-31,CREDIT,26.55,1.86,0.0
POS-00006024,ST-008,2025-03-30,GIFT_CARD,60.43,4.23,0.0
POS-00006025,ST-005,2025-08-17,DEBIT,65.75,4.6,0.0
POS-00006026,ST-001,2025-11-04,GIFT_CARD,18.34,1.28,0.0
POS-00006027,ST-007,2025-08-23,CREDIT,17.54,1.23,0.0
POS-00006028,ST-004,2025-09-11,CASH,101.08,7.08,0.0
POS-00006029,ST-008,2025-07-28,CASH,36.67,2.57,0.0
POS-00006030,ST-007,2025-12-14,CASH,24.92,1.74,0.0
POS-00006031,ST-001,2025-12-11,DEBIT,35.64,2.49,0.0
POS-00006032,ST-001,2025-05-03,CREDIT,177.09,12.4,0.0
POS-00006033,ST-007,2025-09-08,DEBIT,75.4,5.28,0.0
POS-00006034,ST-003,2025-11-13,GIFT_CARD,21.58,1.51,0.0
POS-00006035,ST-005,2025-12-20,CREDIT,19.04,1.33,0.0
POS-00006036,ST-006,2025-02-10,CASH,25.74,1.8,0.0
POS-00006037,ST-002,2025-10-26,GIFT_CARD,33.61,2.35,0.0
POS-00006038,ST-003,2025-07-28,CASH,14.73,1.03,0.0
POS-00006039,ST-002,2025-05-07,GIFT_CARD,11.95,0.84,0.0
POS-00006040,ST-001,2025-11-08,CREDIT,14.14,0.99,0.0
POS-00006041,ST-002,2025-09-07,CREDIT,22.22,1.56,0.0
POS-00006042,ST-005,2025-03-04,DEBIT,28.77,2.01,0.0
POS-00006043,ST-005,2025-01-19,CASH,44.81,3.14,0.0
POS-00006044,ST-004,2025-01-30,GIFT_CARD,81.83,5.73,0.0
POS-00006045,ST-007,2025-11-16,GIFT_CARD,24.25,1.7,0.0
POS-00006046,ST-001,2025-10-20,DEBIT,47.33,3.31,0.0
POS-00006047,ST-005,2025-03-07,CREDIT,57.37,4.02,0.0
POS-00006048,ST-004,2025-02-25,GIFT_CARD,40.2,2.81,0.0
POS-00006049,ST-003,2025-01-02,GIFT_CARD,22.5,1.58,0.0
POS-00006050,ST-004,2025-05-16,CREDIT,16.8,1.18,0.0
POS-00006051,ST-005,2025-03-15,CREDIT,24.72,1.73,0.0
POS-00006052,ST-008,2025-11-02,CASH,19.08,1.34,0.0
POS-00006053,ST-001,2025-01-25,CASH,26.99,1.89,0.0
POS-00006054,ST-004,2025-08-16,GIFT_CARD,25.8,1.81,0.0
POS-00006055,ST-008,2025-12-24,CREDIT,143.73,10.06,0.0
POS-00006056,ST-003,2025-03-18,DEBIT,8.78,0.61,0.0
POS-00006057,ST-006,2025-06-30,CREDIT,101.75,7.12,0.0
POS-00006058,ST-008,2025-11-21,DEBIT,19.35,1.35,0.0
POS-00006059,ST-004,2025-05-05,DEBIT,13.37,0.94,0.0
POS-00006060,ST-005,2025-06-22,CASH,57.93,4.06,0.0
POS-00006061,ST-008,2025-09-29,GIFT_CARD,21.3,1.49,0.0
POS-00006062,ST-003,2025-09-26,CREDIT,12.61,0.88,0.0
POS-00006063,ST-002,2025-12-30,GIFT_CARD,45.72,3.2,0.0
POS-00006064,ST-006,2025-08-15,DEBIT,7.62,0.53,0.0
POS-00006065,ST-003,2025-03-13,GIFT_CARD,17.06,1.19,0.0
POS-00006066,ST-001,2025-03-11,CASH,32.19,2.25,0.0
POS-00006067,ST-006,2025-12-20,GIFT_CARD,24.3,1.7,0.0
POS-00006068,ST-007,2025-06-22,DEBIT,9.89,0.69,0.0
POS-00006069,ST-006,2025-06-25,CASH,50.94,3.57,0.0
POS-00006070,ST-005,2025-02-27,GIFT_CARD,101.04,7.07,0.0
POS-00006071,ST-002,2025-05-30,DEBIT,32.93,2.31,0.0
POS-00006072,ST-006,2025-05-18,GIFT_CARD,31.76,2.22,0.0
POS-00006073,ST-008,2025-06-13,CREDIT,7.86,0.55,0.0
POS-00006074,ST-007,2025-06-01,DEBIT,60.3,4.22,0.0
POS-00006075,ST-005,2025-10-14,GIFT_CARD,10.1,0.71,0.0
POS-00006076,ST-008,2025-11-24,CASH,40.87,2.86,0.0
POS-00006077,ST-003,2025-02-06,GIFT_CARD,77.43,5.42,0.0
POS-00006078,ST-008,2025-10-23,GIFT_CARD,69.05,4.83,0.0
