bom_id,parent_sku,component_sku,qty_per_parent,effective_date
BOM-001308,SKU-000427,SKU-000490,2.8,2025-07-18
BOM-001309,SKU-000139,SKU-000280,4.69,2023-09-03
BOM-001310,SKU-000317,SKU-000575,4.16,2023-05-30
BOM-001311,SKU-000359,SKU-000498,1.5,2023-10-11
BOM-001312,SKU-000499,SKU-000007,3.35,2024-10-17
BOM-001313,SKU-000565,SKU-000404,6.04,2024-04-05
BOM-001314,SKU-000182,SKU-000575,5.11,2023-05-26
BOM-001315,SKU-000529,SKU-000057,8.62,2024-05-03
BOM-001316,SKU-000561,SKU-000408,2.41,2024-10-12
BOM-001317,SKU-000321,SKU-000501,4.62,2024-10-30
BOM-001318,SKU-000474,SKU-000053,0.81,2024-01-02
BOM-001319,SKU-000397,SKU-000015,8.58,2025-03-06
BOM-001320,SKU-000350,SKU-000424,2.57,2023-04-10
BOM-001321,SKU-000321,SKU-000523,4.09,2025-07-13
BOM-001322,SKU-000524,SKU-000186,9.44,2024-06-30
BOM-001323,SKU-000210,SKU-000588,5.03,2023-06-05
BOM-001324,SKU-000259,SKU-000002,4.61,2025-12-25
BOM-001325,SKU-000297,SKU-000160,6.98,2024-07-12
BOM-001326,SKU-000341,SKU-000108,9.4,2023-06-01
BOM-001327,SKU-000173,SKU-000497,1.44,2024-05-24
BOM-001328,SKU-000483,SKU-000086,2.78,2023-07-26
BOM-001329,SKU-000541,SKU-000122,6.17,2024-09-13
BOM-001330,SKU-000103,SKU-000353,1.49,2024-02-20
BOM-001331,SKU-000189,SKU-000137,8.12,2024-03-22
BOM-001332,SKU-000433,SKU-000033,4.38,2025-03-10
BOM-001333,SKU-000014,SKU-000026,8.69,2023-07-14
BOM-001334,SKU-000488,SKU-000402,9.33,2024-08-01
BOM-001335,SKU-000437,SKU-000185,3.39,2024-06-15
BOM-001336,SKU-000104,SKU-000269,9.97,2023-04-09
BOM-001337,SKU-000334,SKU-000565,3.82,2024-08-17
BOM-001338,SKU-000178,SKU-000288,6.98,2025-07-10
BOM-001339,SKU-000366,SKU-000387,4.23,2023-03-22
BOM-001340,SKU-000379,SKU-000341,6.23,2023-08-07
BOM-001341,SKU-000095,SKU-000577,8.25,2024-04-11
BOM-001342,SKU-000528,SKU-000479,6.38,2025-11-22
BOM-001343,SKU-000448,SKU-000267,3.36,2024-03-02
BOM-001344,SKU-000488,SKU-000548,2.52,2025-09-10
BOM-001345,SKU-000505,SKU-000263,2.33,2023-06-30
BOM-001346,SKU-000058,SKU-000300,7.54,2025-09-26
BOM-001347,SKU-000409,SKU-000497,3.89,2024-01-18
BOM-001348,SKU-000060,SKU-000545,3.75,2024-10-03
BOM-001349,SKU-000025,SKU-000352,9.59,2024-01-11
BOM-001350,SKU-000363,SKU-000364,4.95,2025-03-02
BOM-001351,SKU-000091,SKU-000545,4.88,2023-08-24
BOM-001352,SKU-000251,SKU-000159,3.5,2023-08-19
BOM-001353,SKU-000112,SKU-000526,2.65,2025-06-18
BOM-001354,SKU-000403,SKU-000163,5.69,2025-01-15
BOM-001355,SKU-000576,SKU-000529,2.4,2025-05-20
BOM-001356,SKU-000262,SKU-000371,5.44,2025-05-05
BOM-001357,SKU-000341,SKU-000536,6.44,2025-09-11
BOM-001358,SKU-000396,SKU-000241,8.06,2024-05-23
BOM-001359,SKU-000142,SKU-000069,8.2,2023-05-13
BOM-001360,SKU-000011,SKU-000505,4.21,2025-07-23
BOM-001361,SKU-000121,SKU-000072,4.06,2025-09-25
BOM-001362,SKU-000402,SKU-000518,7.02,2025-11-16
BOM-001363,SKU-000453,SKU-000150,8.64,2023-10-20
BOM-001364,SKU-000492,SKU-000337,5.8,2023-10-27
BOM-001365,SKU-000543,SKU-000492,3.26,2023-05-14
BOM-001366,SKU-000398,SKU-000546,7.0,2025-05-09
BOM-001367,SKU-000224,SKU-000123,8.9,2025-12-07
BOM-001368,SKU-000011,SKU-000333,9.48,2025-08-07
BOM-001369,SKU-000312,SKU-000329,6.59,2024-01-08
BOM-001370,SKU-000126,SKU-000139,0.97,2023-04-21
BOM-001371,SKU-000320,SKU-000275,7.38,2023-12-10
BOM-001372,SKU-000341,SKU-000381,2.07,2023-01-12
BOM-001373,SKU-000210,SKU-000097,7.39,2024-01-06
BOM-001374,SKU-000283,SKU-000342,2.74,2023-07-07
BOM-001375,SKU-000175,SKU-000290,8.26,2024-05-21
BOM-001376,SKU-000096,SKU-000107,1.22,2023-07-07
BOM-001377,SKU-000300,SKU-000181,9.95,2024-06-22
BOM-001378,SKU-000433,SKU-000418,0.52,2023-09-24
BOM-001379,SKU-000502,SKU-000100,3.98,2025-03-04
BOM-001380,SKU-000570,SKU-000472,5.78,2024-07-28
BOM-001381,SKU-000424,SKU-000584,5.27,2025-02-08
BOM-001382,SKU-000286,SKU-000050,2.25,2025-02-19
BOM-001383,SKU-000367,SKU-000245,5.68,2023-04-27
BOM-001384,SKU-000319,SKU-000337,4.98,2023-03-14
BOM-001385,SKU-000343,SKU-000561,7.83,2024-10-14
BOM-001386,SKU-000216,SKU-000458,3.33,2024-05-02
BOM-001387,SKU-000564,SKU-000532,6.58,2024-07-27
BOM-001388,SKU-000321,SKU-000009,4.26,2023-12-19
BOM-001389,SKU-000346,SKU-000013,7.51,2024-01-29
BOM-001390,SKU-000046,SKU-000392,8.47,2024-07-10
BOM-001391,SKU-000515,SKU-000550,9.56,2024-10-17
BOM-001392,SKU-000316,SKU-000168,8.38,2023-07-11
BOM-001393,SKU-000153,SKU-000018,1.71,2025-06-29
BOM-001394,SKU-000297,SKU-000251,8.4,2023-01-06
BOM-001395,SKU-000295,SKU-000279,9.11,2023-04-21
BOM-001396,SKU-000205,SKU-000427,1.77,2023-08-17
BOM-001397,SKU-000012,SKU-000316,9.05,2024-05-21
BOM-001398,SKU-000209,SKU-000370,4.14,2024-10-18
BOM-001399,SKU-000286,SKU-000404,2.21,2023-01-10
BOM-001400,SKU-000186,SKU-000369,8.74,2024-11-03
BOM-001401,SKU-000152,SKU-000575,8.59,2023-10-26
BOM-001402,SKU-000292,SKU-000041,8.94,2024-04-24
BOM-001403,SKU-000016,SKU-000188,7.09,2025-04-14
BOM-001404,SKU-000220,SKU-000287,3.17,2025-02-17
BOM-001405,SKU-000046,SKU-000472,9.3,2024-07-01
BOM-001406,SKU-000364,SKU-000107,9.2,2025-09-11
BOM-001407,SKU-000124,SKU-000205,7.1,2023-07-24
BOM-001408,SKU-000469,SKU-000341,4.04,2023-12-29
BOM-001409,SKU-000056,SKU-000016,1.44,2023-09-04
BOM-001410,SKU-000097,SKU-000444,5.78,2025-12-22
BOM-001411,SKU-000227,SKU-000114,4.61,2025-08-24
BOM-001412,SKU-000034,SKU-000181,5.39,2025-05-15
BOM-001413,SKU-000009,SKU-000323,9.59,2024-05-17
BOM-001414,SKU-000198,SKU-000300,3.43,2025-03-09
BOM-001415,SKU-000252,SKU-000420,7.56,2025-07-14
BOM-001416,SKU-000421,SKU-000250,0.77,2025-09-21
BOM-001417,SKU-000163,SKU-000441,2.37,2025-06-07
BOM-001418,SKU-000484,SKU-000118,7.94,2023-05-18
BOM-001419,SKU-000268,SKU-000376,7.07,2025-02-03
BOM-001420,SKU-000023,SKU-000020,5.62,2024-08-18
BOM-001421,SKU-000239,SKU-000576,6.21,2024-11-28
BOM-001422,SKU-000253,SKU-000206,3.45,2023-06-09
BOM-001423,SKU-000001,SKU-000152,5.01,2025-06-16
BOM-001424,SKU-000042,SKU-000467,2.99,2023-01-18
BOM-001425,SKU-000278,SKU-000464,0.93,2024-02-09
BOM-001426,SKU-000375,SKU-000465,6.5,2023-10-03
BOM-001427,SKU-000206,SKU-000403,3.17,2025-11-14
BOM-001428,SKU-000439,SKU-000506,1.24,2025-01-29
BOM-001429,SKU-000030,SKU-000377,2.26,2023-09-06
BOM-001430,SKU-000159,SKU-000562,1.5,2025-06-25
BOM-001431,SKU-000552,SKU-000541,5.86,2023-02-07
BOM-001432,SKU-000323,SKU-000018,1.05,2023-06-13
BOM-001433,SKU-000184,SKU-000075,9.77,2025-02-07
BOM-001434,SKU-000576,SKU-000203,1.4,2024-05-17
BOM-001435,SKU-000211,SKU-000245,1.16,2024-12-21
BOM-001436,SKU-000003,SKU-000370,4.72,2024-03-05
BOM-001437,SKU-000310,SKU-000578,1.63,2023-09-17
BOM-001438,SKU-000105,SKU-000320,0.74,2025-07-09
BOM-001439,SKU-000149,SKU-000288,0.84,2023-12-26
BOM-001440,SKU-000392,SKU-000556,6.45,2025-06-29
BOM-001441,SKU-000020,SKU-000222,1.46,2025-12-29
BOM-001442,SKU-000132,SKU-000230,6.97,2024-08-29
BOM-001443,SKU-000095,SKU-000159,7.55,2023-12-16
BOM-001444,SKU-000408,SKU-000255,5.88,2023-05-25
BOM-001445,SKU-000217,SKU-000126,7.67,2023-11-30
BOM-001446,SKU-000368,SKU-000350,6.25,2025-05-20
BOM-001447,SKU-000575,SKU-000234,8.84,2023-07-03
BOM-001448,SKU-000015,SKU-000503,1.6,2025-02-19
BOM-001449,SKU-000109,SKU-000315,6.1,2024-06-22
BOM-001450,SKU-000503,SKU-000139,2.01,2025-04-13
BOM-001451,SKU-000300,SKU-000181,0.58,2024-07-15
BOM-001452,SKU-000245,SKU-000126,0.99,2025-07-31
BOM-001453,SKU-000456,SKU-000454,6.1,2023-02-02
BOM-001454,SKU-000466,SKU-000028,8.1,2024-05-31
BOM-001455,SKU-000229,SKU-000184,2.06,2024-02-17
BOM-001456,SKU-000109,SKU-000192,9.08,2025-12-04
BOM-001457,SKU-000184,SKU-000287,2.08,2023-10-05
BOM-001458,SKU-000072,SKU-000074,2.84,2025-04-21
BOM-001459,SKU-000158,SKU-000001,9.27,2023-12-17
BOM-001460,SKU-000311,SKU-000102,3.54,2023-06-17
BOM-001461,SKU-000497,SKU-000211,0.95,2025-02-08
BOM-001462,SKU-000077,SKU-000253,1.09,2025-09-02
BOM-001463,SKU-000417,SKU-000399,7.06,2023-12-05
BOM-001464,SKU-000046,SKU-000103,4.41,2024-07-09
BOM-001465,SKU-000175,SKU-000382,2.68,2024-12-23
BOM-001466,SKU-000407,SKU-000192,6.12,2023-07-25
BOM-001467,SKU-000589,SKU-000503,0.93,2024-03-15
BOM-001468,SKU-000527,SKU-000483,9.89,2024-04-10
BOM-001469,SKU-000063,SKU-000181,0.64,2024-11-26
BOM-001470,SKU-000315,SKU-000166,9.35,2025-12-10
BOM-001471,SKU-000111,SKU-000100,4.14,2025-12-09
BOM-001472,SKU-000126,SKU-000080,6.91,2024-12-23
BOM-001473,SKU-000484,SKU-000290,5.46,2024-04-29
BOM-001474,SKU-000341,SKU-000370,3.37,2025-11-29
BOM-001475,SKU-000196,SKU-000459,5.86,2024-07-07
BOM-001476,SKU-000107,SKU-000552,4.33,2024-12-05
BOM-001477,SKU-000223,SKU-000569,6.11,2024-01-24
BOM-001478,SKU-000352,SKU-000120,8.79,2024-05-11
BOM-001479,SKU-000348,SKU-000169,4.28,2023-09-10
BOM-001480,SKU-000276,SKU-000112,8.53,2023-02-03
BOM-001481,SKU-000316,SKU-000026,8.31,2023-03-06
BOM-001482,SKU-000441,SKU-000506,2.27,2024-07-22
BOM-001483,SKU-000078,SKU-000256,1.32,2024-03-15
BOM-001484,SKU-000117,SKU-000217,1.72,2023-02-02
BOM-001485,SKU-000055,SKU-000264,3.87,2025-03-03
BOM-001486,SKU-000521,SKU-000447,1.73,2024-08-02
BOM-001487,SKU-000299,SKU-000110,9.5,2024-01-15
BOM-001488,SKU-000041,SKU-000376,2.27,2023-11-30
BOM-001489,SKU-000101,SKU-000028,7.52,2024-01-26
BOM-001490,SKU-000384,SKU-000272,7.01,2023-10-28
BOM-001491,SKU-000288,SKU-000314,1.69,2023-08-10
BOM-001492,SKU-000246,SKU-000182,2.96,2023-08-28
BOM-001493,SKU-000058,SKU-000549,5.92,2023-05-23
BOM-001494,SKU-000131,SKU-000495,9.37,2023-08-24
BOM-001495,SKU-000082,SKU-000486,3.71,2024-06-19
BOM-001496,SKU-000174,SKU-000282,6.7,2025-04-16
BOM-001497,SKU-000233,SKU-000324,6.97,2025-12-28
BOM-001498,SKU-000334,SKU-000506,7.94,2023-11-06
BOM-001499,SKU-000004,SKU-000167,5.84,2023-04-19
BOM-001500,SKU-000204,SKU-000322,5.47,2023-11-16
BOM-001501,SKU-000140,SKU-000362,0.53,2023-11-23
BOM-001502,SKU-000459,SKU-000027,2.89,2024-03-17
BOM-001503,SKU-000017,SKU-000377,7.47,2024-01-14
BOM-001504,SKU-000114,SKU-000416,7.63,2023-07-13
BOM-001505,SKU-000166,SKU-000079,1.86,2025-04-10
BOM-001506,SKU-000134,SKU-000099,7.99,2023-12-19
BOM-001507,SKU-000189,SKU-000057,4.54,2024-08-11
BOM-001508,SKU-000010,SKU-000073,1.88,2024-06-06
BOM-001509,SKU-000401,SKU-000343,3.13,2025-07-27
BOM-001510,SKU-000445,SKU-000326,9.44,2025-05-17
BOM-001511,SKU-000258,SKU-000406,1.12,2023-12-15
BOM-001512,SKU-000066,SKU-000596,1.01,2025-08-11
BOM-001513,SKU-000158,SKU-000495,3.81,2024-04-03
BOM-001514,SKU-000445,SKU-000349,4.13,2025-04-28
BOM-001515,SKU-000363,SKU-000227,3.53,2025-03-01
BOM-001516,SKU-000482,SKU-000463,9.18,2024-12-17
BOM-001517,SKU-000433,SKU-000561,3.9,2023-11-22
BOM-001518,SKU-000239,SKU-000393,1.83,2024-05-25
BOM-001519,SKU-000329,SKU-000289,8.7,2024-02-26
BOM-001520,SKU-000127,SKU-000104,1.78,2025-06-15
BOM-001521,SKU-000193,SKU-000225,6.31,2023-06-26
BOM-001522,SKU-000581,SKU-000198,4.37,2024-12-21
BOM-001523,SKU-000157,SKU-000464,1.93,2024-07-23
BOM-001524,SKU-000485,SKU-000234,4.06,2024-01-02
BOM-001525,SKU-000405,SKU-000119,6.5,2023-06-22
BOM-001526,SKU-000521,SKU-000434,4.38,2023-04-29
BOM-001527,SKU-000467,SKU-000577,7.81,2025-07-26
BOM-001528,SKU-000179,SKU-000365,7.75,2025-06-26
BOM-001529,SKU-000469,SKU-000487,5.58,2025-03-11
BOM-001530,SKU-000322,SKU-000310,7.49,2024-01-18
BOM-001531,SKU-000363,SKU-000079,7.37,2023-12-21
BOM-001532,SKU-000242,SKU-000536,5.45,2025-01-20
BOM-001533,SKU-000200,SKU-000464,8.77,2024-03-12
BOM-001534,SKU-000118,SKU-000154,1.46,2024-10-19
BOM-001535,SKU-000027,SKU-000422,2.19,2025-11-07
BOM-001536,SKU-000575,SKU-000461,9.1,2025-05-21
BOM-001537,SKU-000023,SKU-000137,0.85,2024-02-12
BOM-001538,SKU-000311,SKU-000125,2.39,2025-06-27
BOM-001539,SKU-000086,SKU-000512,5.68,2024-03-19
BOM-001540,SKU-000097,SKU-000485,1.68,2023-11-28
BOM-001541,SKU-000599,SKU-000487,6.67,2025-06-17
BOM-001542,SKU-000388,SKU-000449,2.2,2025-12-01
BOM-001543,SKU-000299,SKU-000059,6.67,2024-12-14
BOM-001544,SKU-000422,SKU-000385,2.2,2025-04-19
BOM-001545,SKU-000047,SKU-000179,4.21,2024-01-25
BOM-001546,SKU-000034,SKU-000258,8.51,2025-08-28
BOM-001547,SKU-000515,SKU-000307,4.98,2024-07-20
BOM-001548,SKU-000055,SKU-000561,2.65,2023-03-10
BOM-001549,SKU-000162,SKU-000401,8.08,2025-12-05
BOM-001550,SKU-000253,SKU-000450,0.53,2024-11-11
BOM-001551,SKU-000025,SKU-000188,6.94,2025-06-02
BOM-001552,SKU-000076,SKU-000036,2.88,2024-06-12
BOM-001553,SKU-000499,SKU-000128,6.53,2024-12-06
BOM-001554,SKU-000069,SKU-000244,3.45,2024-03-11
BOM-001555,SKU-000084,SKU-000326,4.74,2023-02-01
BOM-001556,SKU-000237,SKU-000470,3.28,2024-11-14
BOM-001557,SKU-000083,SKU-000019,4.21,2023-07-12
BOM-001558,SKU-000372,SKU-000427,4.81,2023-02-11
BOM-001559,SKU-000240,SKU-000270,2.34,2024-12-18
BOM-001560,SKU-000328,SKU-000128,5.58,2025-08-26
BOM-001561,SKU-000356,SKU-000140,0.93,2025-06-13
BOM-001562,SKU-000515,SKU-000255,9.57,2023-01-09
BOM-001563,SKU-000351,SKU-000047,2.06,2025-05-31
BOM-001564,SKU-000131,SKU-000469,0.94,2024-04-17
BOM-001565,SKU-000523,SKU-000380,9.35,2025-05-27
BOM-001566,SKU-000052,SKU-000261,5.67,2024-04-11
BOM-001567,SKU-000496,SKU-000273,1.73,2024-09-02
BOM-001568,SKU-000020,SKU-000028,3.49,2024-09-06
BOM-001569,SKU-000258,SKU-000285,1.98,2025-04-21
BOM-001570,SKU-000039,SKU-000355,8.64,2023-12-15
BOM-001571,SKU-000421,SKU-000066,1.64,2023-05-02
BOM-001572,SKU-000148,SKU-000526,7.92,2024-06-04
BOM-001573,SKU-000061,SKU-000556,2.96,2025-07-03
BOM-001574,SKU-000234,SKU-000233,2.21,2023-06-24
BOM-001575,SKU-000238,SKU-000212,4.35,2025-06-05
BOM-001576,SKU-000188,SKU-000516,1.85,2025-01-03
BOM-001577,SKU-000246,SKU-000567,4.42,2024-12-13
BOM-001578,SKU-000209,SKU-000039,3.05,2024-11-09
BOM-001579,SKU-000298,SKU-000113,4.75,2023-02-10
BOM-001580,SKU-000339,SKU-000016,8.0,2024-08-07
BOM-001581,SKU-000443,SKU-000437,6.76,2023-10-19
BOM-001582,SKU-000043,SKU-000013,8.19,2023-09-05
BOM-001583,SKU-000066,SKU-000106,6.13,2025-01-26
BOM-001584,SKU-000289,SKU-000240,6.86,2025-07-13
BOM-001585,SKU-000436,SKU-000066,1.43,2023-08-08
BOM-001586,SKU-000582,SKU-000042,1.24,2024-09-08
BOM-001587,SKU-000452,SKU-000358,3.69,2025-03-02
BOM-001588,SKU-000260,SKU-000048,7.95,2023-02-21
BOM-001589,SKU-000108,SKU-000060,7.25,2024-10-01
BOM-001590,SKU-000500,SKU-000593,5.73,2023-12-08
BOM-001591,SKU-000155,SKU-000058,3.45,2025-04-05
BOM-001592,SKU-000522,SKU-000237,8.73,2023-09-04
BOM-001593,SKU-000093,SKU-000336,8.32,2025-03-20
BOM-001594,SKU-000594,SKU-000042,9.37,2025-01-09
BOM-001595,SKU-000212,SKU-000058,1.14,2023-12-17
BOM-001596,SKU-000505,SKU-000572,1.04,2024-07-04
BOM-001597,SKU-000504,SKU-000551,8.24,2025-02-11
BOM-001598,SKU-000011,SKU-000369,6.66,2025-12-30
BOM-001599,SKU-000489,SKU-000140,8.37,2024-03-26
BOM-001600,SKU-000503,SKU-000258,9.58,2023-02-26
BOM-001601,SKU-000485,SKU-000364,3.56,2024-01-27
BOM-001602,SKU-000048,SKU-000597,8.2,2025-11-18
BOM-001603,SKU-000338,SKU-000197,6.5,2023-07-15
BOM-001604,SKU-000525,SKU-000559,4.67,2024-08-17
BOM-001605,SKU-000454,SKU-000388,9.54,2024-09-05
BOM-001606,SKU-000054,SKU-000251,7.96,2023-10-21
BOM-001607,SKU-000509,SKU-000080,9.49,2023-01-31
BOM-001608,SKU-000457,SKU-000112,8.78,2024-05-09
BOM-001609,SKU-000071,SKU-000459,3.68,2025-01-31
BOM-001610,SKU-000306,SKU-000115,4.08,2023-06-14
BOM-001611,SKU-000108,SKU-000209,2.43,2024-10-31
BOM-001612,SKU-000297,SKU-000204,6.06,2025-05-22
BOM-001613,SKU-000514,SKU-000356,8.17,2023-11-16
BOM-001614,SKU-000122,SKU-000249,8.41,2023-10-08
BOM-001615,SKU-000505,SKU-000589,9.71,2023-07-27
BOM-001616,SKU-000429,SKU-000246,5.26,2023-10-26
BOM-001617,SKU-000384,SKU-000386,7.9,2023-11-21
BOM-001618,SKU-000127,SKU-000388,9.65,2023-03-19
BOM-001619,SKU-000583,SKU-000120,1.63,2024-09-13
BOM-001620,SKU-000071,SKU-000171,8.79,2025-10-17
BOM-001621,SKU-000341,SKU-000006,1.65,2024-04-22
BOM-001622,SKU-000544,SKU-000176,2.11,2023-04-20
BOM-001623,SKU-000195,SKU-000404,0.63,2025-12-16
BOM-001624,SKU-000179,SKU-000379,9.38,2025-11-16
BOM-001625,SKU-000345,SKU-000280,6.49,2024-04-02
BOM-001626,SKU-000100,SKU-000111,0.58,2025-10-17
BOM-001627,SKU-000365,SKU-000002,8.29,2023-08-08
BOM-001628,SKU-000433,SKU-000181,4.91,2023-03-13
BOM-001629,SKU-000124,SKU-000199,0.5,2025-03-15
BOM-001630,SKU-000082,SKU-000533,4.95,2024-12-24
BOM-001631,SKU-000051,SKU-000124,1.44,2024-05-04
BOM-001632,SKU-000484,SKU-000239,7.2,2025-06-30
BOM-001633,SKU-000576,SKU-000485,6.01,2025-10-17
BOM-001634,SKU-000004,SKU-000511,2.72,2023-09-23
BOM-001635,SKU-000179,SKU-000107,4.94,2024-01-14
BOM-001636,SKU-000151,SKU-000167,1.72,2025-07-05
BOM-001637,SKU-000093,SKU-000345,4.98,2024-02-10
BOM-001638,SKU-000361,SKU-000527,4.86,2025-09-15
BOM-001639,SKU-000013,SKU-000057,3.0,2025-12-29
BOM-001640,SKU-000304,SKU-000132,8.87,2025-11-25
BOM-001641,SKU-000562,SKU-000345,8.5,2025-02-03
BOM-001642,SKU-000025,SKU-000445,7.02,2023-07-17
BOM-001643,SKU-000506,SKU-000096,2.38,2024-01-06
BOM-001644,SKU-000208,SKU-000138,4.33,2025-06-16
BOM-001645,SKU-000462,SKU-000255,3.11,2023-07-23
BOM-001646,SKU-000256,SKU-000160,7.29,2024-11-15
BOM-001647,SKU-000159,SKU-000098,2.68,2024-05-15
BOM-001648,SKU-000493,SKU-000057,6.2,2023-02-10
BOM-001649,SKU-000524,SKU-000151,4.46,2023-10-15
BOM-001650,SKU-000043,SKU-000168,9.45,2023-10-20
BOM-001651,SKU-000218,SKU-000141,9.43,2024-04-15
BOM-001652,SKU-000449,SKU-000264,7.58,2023-03-04
BOM-001653,SKU-000473,SKU-000443,2.15,2025-02-05
BOM-001654,SKU-000279,SKU-000250,0.76,2025-02-08
BOM-001655,SKU-000237,SKU-000263,2.73,2024-04-30
BOM-001656,SKU-000594,SKU-000401,7.58,2023-03-04
BOM-001657,SKU-000417,SKU-000501,4.23,2025-08-28
BOM-001658,SKU-000208,SKU-000353,6.16,2024-01-25
BOM-001659,SKU-000593,SKU-000475,4.51,2024-05-20
BOM-001660,SKU-000440,SKU-000600,6.76,2025-01-11
BOM-001661,SKU-000053,SKU-000213,0.54,2023-04-15
BOM-001662,SKU-000266,SKU-000076,5.57,2023-04-16
BOM-001663,SKU-000317,SKU-000431,7.09,2023-02-06
BOM-001664,SKU-000067,SKU-000327,3.92,2024-12-18
BOM-001665,SKU-000565,SKU-000407,8.77,2023-11-27
BOM-001666,SKU-000466,SKU-000254,2.38,2025-12-07
BOM-001667,SKU-000021,SKU-000517,9.43,2025-10-18
BOM-001668,SKU-000300,SKU-000546,7.3,2025-12-17
BOM-001669,SKU-000027,SKU-000360,4.56,2023-07-29
BOM-001670,SKU-000134,SKU-000359,1.62,2024-06-25
BOM-001671,SKU-000208,SKU-000227,7.96,2024-07-15
BOM-001672,SKU-000416,SKU-000114,8.22,2025-08-29
BOM-001673,SKU-000180,SKU-000315,9.73,2023-12-18
BOM-001674,SKU-000413,SKU-000008,6.73,2023-11-22
BOM-001675,SKU-000043,SKU-000122,2.17,2023-10-25
BOM-001676,SKU-000150,SKU-000432,8.76,2025-09-20
BOM-001677,SKU-000519,SKU-000590,8.63,2024-10-02
BOM-001678,SKU-000501,SKU-000268,5.36,2025-03-24
BOM-001679,SKU-000276,SKU-000325,6.27,2025-02-12
BOM-001680,SKU-000415,SKU-000585,8.69,2023-06-02
BOM-001681,SKU-000486,SKU-000388,1.75,2025-10-30
BOM-001682,SKU-000173,SKU-000037,3.31,2024-12-19
BOM-001683,SKU-000510,SKU-000087,1.8,2024-03-24
BOM-001684,SKU-000181,SKU-000333,4.48,2025-02-24
BOM-001685,SKU-000510,SKU-000204,2.72,2023-07-10
BOM-001686,SKU-000463,SKU-000226,2.93,2025-06-11
BOM-001687,SKU-000432,SKU-000369,9.41,2025-08-14
BOM-001688,SKU-000405,SKU-000155,2.52,2025-03-10
BOM-001689,SKU-000024,SKU-000349,7.15,2024-03-25
BOM-001690,SKU-000257,SKU-000345,2.54,2025-03-08
BOM-001691,SKU-000325,SKU-000123,4.32,2025-10-31
BOM-001692,SKU-000391,SKU-000363,6.65,2023-08-03
BOM-001693,SKU-000323,SKU-000541,8.28,2023-10-02
BOM-001694,SKU-000056,SKU-000458,3.12,2024-09-01
BOM-001695,SKU-000376,SKU-000585,4.12,2023-02-09
BOM-001696,SKU-000252,SKU-000008,6.39,2024-01-26
BOM-001697,SKU-000364,SKU-000400,5.31,2023-10-12
BOM-001698,SKU-000475,SKU-000421,6.16,2023-05-17
BOM-001699,SKU-000406,SKU-000146,8.59,2023-09-22
BOM-001700,SKU-000073,SKU-000443,6.43,2025-03-24
BOM-001701,SKU-000251,SKU-000214,3.04,2025-01-02
BOM-001702,SKU-000246,SKU-000564,6.85,2025-12-09
BOM-001703,SKU-000298,SKU-000174,6.92,2023-03-16
BOM-001704,SKU-000525,SKU-000169,6.1,2024-09-23
BOM-001705,SKU-000578,SKU-000019,5.32,2025-03-02
BOM-001706,SKU-000268,SKU-000269,6.18,2023-01-04
BOM-001707,SKU-000407,SKU-000057,6.23,2024-06-03
BOM-001708,SKU-000267,SKU-000206,3.09,2024-03-16
BOM-001709,SKU-000149,SKU-000514,6.27,2024-07-29
BOM-001710,SKU-000237,SKU-000470,2.58,2024-04-10
BOM-001711,SKU-000556,SKU-000468,8.86,2025-11-24
BOM-001712,SKU-000295,SKU-000252,5.74,2023-01-21
BOM-001713,SKU-000438,SKU-000426,3.43,2025-04-01
BOM-001714,SKU-000342,SKU-000328,3.93,2023-10-16
BOM-001715,SKU-000401,SKU-000453,6.0,2024-01-30
BOM-001716,SKU-000315,SKU-000330,8.98,2025-12-11
BOM-001717,SKU-000165,SKU-000169,9.56,2025-03-22
BOM-001718,SKU-000166,SKU-000451,9.0,2025-11-04
BOM-001719,SKU-000006,SKU-000433,2.66,2025-09-22
BOM-001720,SKU-000274,SKU-000102,4.61,2025-11-21
BOM-001721,SKU-000148,SKU-000402,1.6,2023-08-12
BOM-001722,SKU-000486,SKU-000037,7.0,2024-09-11
BOM-001723,SKU-000400,SKU-000006,9.99,2024-02-01
BOM-001724,SKU-000572,SKU-000195,9.15,2025-10-26
BOM-001725,SKU-000286,SKU-000592,1.86,2024-02-04
BOM-001726,SKU-000310,SKU-000243,9.92,2023-01-24
BOM-001727,SKU-000594,SKU-000114,3.99,2024-08-14
BOM-001728,SKU-000562,SKU-000152,7.08,2023-01-19
BOM-001729,SKU-000367,SKU-000554,2.77,2023-08-26
BOM-001730,SKU-000308,SKU-000039,8.03,2025-12-03
BOM-001731,SKU-000105,SKU-000025,7.38,2025-03-05
BOM-001732,SKU-000211,SKU-000356,2.11,2025-06-14
BOM-001733,SKU-000163,SKU-000105,6.24,2024-01-18
BOM-001734,SKU-000440,SKU-000090,6.43,2023-09-23
BOM-001735,SKU-000370,SKU-000136,9.3,2024-03-28
BOM-001736,SKU-000407,SKU-000495,6.11,2025-04-12
BOM-001737,SKU-000120,SKU-000229,5.82,2025-01-14
BOM-001738,SKU-000578,SKU-000507,2.56,2023-12-03
BOM-001739,SKU-000412,SKU-000234,7.99,2025-10-14
BOM-001740,SKU-000226,SKU-000100,1.79,2024-03-27
BOM-001741,SKU-000181,SKU-000475,4.74,2024-02-01
BOM-001742,SKU-000235,SKU-000306,5.81,2023-06-15
BOM-001743,SKU-000117,SKU-000165,1.47,2023-01-19
